/m/016zwt	/location/location/contains	/m/08hbxv
/m/05hyf	/film/film_subject/films	/m/02yvct
/m/0qb7t	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/027752	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/03f_jk	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/027qb1	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/03z19
/m/01x8f6	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/025x7g_	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/080v2	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/037vqt	/award/award_category/winners./award/award_honor/award_winner	/m/03cvfg
/m/026y05	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/05k8m5	/music/record_label/artist	/m/01t8399
/m/027jbr	/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	/m/0hsph
/m/02rxd26	/time/event/instance_of_recurring_event	/m/07hn5
/m/03tp4	/people/cause_of_death/people	/m/08959
/m/04gbl3	/business/business_operation/industry	/m/01mw1
/m/01664_	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/0171c7	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0zq7r	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/047vnfs	/people/profession/specialization_of	/m/04_tv
/m/022qqh	/people/profession/specialization_of	/m/04_tv
/m/0jvq	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/0lyb_	/award/award_category/winners./award/award_honor/award_winner	/m/01m3x5p
/m/027yjnv	/time/event/instance_of_recurring_event	/m/07hn5
/m/024030	/award/award_category/winners./award/award_honor/award_winner	/m/0674cw
/m/024tv_	/common/topic/webpage./common/webpage/category	/m/08mbj5d
/m/0q96	/common/topic/webpage./common/webpage/category	/m/08mbj5d
